,tweet_id,source,text,rating_numerator,rating_denominator,pets_name,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count,date,time,developmentalStage,dogTypeMax,dogConfsMax,new_dog_rating,dog_counts
1938,673906403526995968,Twitter for iPhone,Guys I'm getting real tired of this. We only rate dogs. Please don't send in other things like this Bulbasaur. 3/10 https://t.co/t5rQHl6W8M,3.0,10.0,,https://pbs.twimg.com/media/CVoySqoWUAAWb7N.jpg,1.0,toilet_seat,0.683319,False,soft-coated_wheaten_terrier,0.0489277,True,Siberian_husky,0.030386,True,3285.0,1695.0,2015-12-07 00:00:00,2018-10-13 16:46:00,no-entry,toilet_seat,0.0489277,3.0,1.0
1944,673708611235921920,Twitter for iPhone,This is Riley. She's just an adorable football fan. 12/10 I'd watch the sports with her https://t.co/kLV8zUCfc8,12.0,10.0,Riley,https://pbs.twimg.com/media/CVl-Z0dWcAAs7wr.jpg,1.0,golden_retriever,0.936333,True,cocker_spaniel,0.0242109,True,Labrador_retriever,0.00943485,True,1105.0,300.0,2015-12-07 00:00:00,2018-10-13 03:40:00,no-entry,golden_retriever,0.936333,12.0,1.0
1945,673707060090052608,Twitter for iPhone,This is Raymond. He's absolutely terrified of floating tennis ball. 10/10 it'll be ok pupper https://t.co/QyH1CaY3SM,10.0,10.0,Raymond,https://pbs.twimg.com/media/CVl8_EPWoAAcuSC.jpg,1.0,German_short-haired_pointer,0.935771,True,kelpie,0.022561,True,Labrador_retriever,0.00884665,True,1126.0,407.0,2015-12-07 00:00:00,2018-10-13 03:34:00,pupper,German_short-haired_pointer,0.935771,10.0,1.0
1951,673686845050527744,Twitter for iPhone,This is George. He's upset that the 4th of July isn't everyday. 11/10 https://t.co/wImU0jdx3E,11.0,10.0,George,https://pbs.twimg.com/media/CVlqi_AXIAASlcD.jpg,1.0,Pekinese,0.185903,True,guinea_pig,0.172951,False,pug,0.166183,True,1487.0,456.0,2015-12-07 00:00:00,2018-10-13 02:13:00,no-entry,Pekinese,0.185903,11.0,1.0
1952,673680198160809984,Twitter for iPhone,This is Shnuggles. I would kill for Shnuggles. 13/10 https://t.co/GwvpQiQ7oQ,13.0,10.0,Shnuggles,https://pbs.twimg.com/media/CVlkid8WoAAqDlB.jpg,1.0,Samoyed,0.989853,True,Arctic_fox,0.00334375,False,chow,0.00280172,True,1408.0,486.0,2015-12-07 00:00:00,2018-10-13 01:47:00,no-entry,Samoyed,0.989853,13.0,1.0
1953,673662677122719744,Twitter for iPhone,This is Kendall. 12/10 would cuddle the hell out of https://t.co/fJulMurnfj,12.0,10.0,Kendall,https://pbs.twimg.com/media/CVlUfBbUwAQyfcD.jpg,1.0,Labrador_retriever,0.95767,True,beagle,0.0124127,True,golden_retriever,0.00568913,True,1283.0,378.0,2015-12-07 00:00:00,2018-10-13 00:37:00,no-entry,Labrador_retriever,0.95767,12.0,1.0
1955,673636718965334016,Twitter for iPhone,This is a Lofted Aphrodisiac Terrier named Kip. Big fan of bed n breakfasts. Fits perfectly. 10/10 would pet firmly https://t.co/gKlLpNzIl3,10.0,10.0,,https://pbs.twimg.com/media/CVk9ApFWUAA-S1s.jpg,1.0,wombat,0.880257,False,corn,0.0194207,False,pug,0.0190443,True,1147.0,381.0,2015-12-06 00:00:00,2018-10-13 22:54:00,no-entry,wombat,0.0190443,10.0,1.0
1957,673583129559498752,Twitter for iPhone,This is Sandy. She loves her spot by the tree. Contemplating her true purpose in the universe. Wears socks. 11/10 https://t.co/JpoEvgbDug,11.0,10.0,Sandy,https://pbs.twimg.com/media/CVkMRUeWsAA9bMh.jpg,1.0,Arctic_fox,0.153271,False,golden_retriever,0.113946,True,borzoi,0.110718,True,1224.0,385.0,2015-12-06 00:00:00,2018-10-13 19:21:00,no-entry,Arctic_fox,0.113946,11.0,1.0
1961,673359818736984064,Twitter for iPhone,This is Steve. He was just relaxing in hot tub when he was intruded upon. 8/10 poor little pup https://t.co/EPq0MRAraJ,8.0,10.0,Steve,https://pbs.twimg.com/media/CVhBLohWEAAXtYl.jpg,1.0,English_setter,0.6965680000000001,True,Brittany_spaniel,0.104046,True,Ibizan_hound,0.034832499999999995,True,1490.0,700.0,2015-12-06 00:00:00,2018-10-13 04:34:00,no-entry,English_setter,0.6965680000000001,8.0,1.0
1963,673352124999274496,Twitter for iPhone,*lets out a tiny screech and then goes into complete cardiac arrest* 12/10 https://t.co/az5PLGzVNJ,12.0,10.0,,https://pbs.twimg.com/media/CVg6L2hWIAAYuEb.jpg,1.0,golden_retriever,0.672808,True,Labrador_retriever,0.275885,True,kuvasz,0.022255,True,1696.0,562.0,2015-12-06 00:00:00,2018-10-13 04:03:00,no-entry,golden_retriever,0.672808,12.0,1.0
1966,673343217010679808,Twitter for iPhone,IT'S SO SMALL ERMERGERF 11/10 https://t.co/dNUbKOSiWW,11.0,10.0,,https://pbs.twimg.com/media/CVgyFSyU4AA9p1e.jpg,1.0,Chihuahua,0.541408,True,Italian_greyhound,0.156891,True,miniature_pinscher,0.0695558,True,1001.0,280.0,2015-12-06 00:00:00,2018-10-13 03:28:00,no-entry,Chihuahua,0.541408,11.0,1.0
1967,673342308415348736,Twitter for iPhone,This is Django. He's a skilled assassin pupper. 10/10 https://t.co/w0YTuiRd1a,10.0,10.0,Django,https://pbs.twimg.com/media/CVgxQc5XIAAYL0W.jpg,1.0,ski_mask,0.981017,False,Chihuahua,0.013559200000000002,True,kelpie,0.00065218,True,1302.0,614.0,2015-12-06 00:00:00,2018-10-13 03:24:00,pupper,ski_mask,0.013559200000000002,10.0,1.0
1968,673320132811366400,Twitter for iPhone,This is Frankie. He's wearing blush. 11/10 really accents the cheek bones https://t.co/iJABMhVidf,11.0,10.0,Frankie,https://pbs.twimg.com/media/CVgdFjNWEAAxmbq.jpg,3.0,Samoyed,0.978833,True,Pomeranian,0.012763,True,Eskimo_dog,0.00185305,True,13838.0,8304.0,2015-12-06 00:00:00,2018-10-13 01:56:00,no-entry,Samoyed,0.978833,11.0,1.0
1969,673317986296586240,Twitter for iPhone,Take a moment and appreciate how these two dogs fell asleep. Simply magnificent. 10/10 for both https://t.co/juX48bWpng,10.0,10.0,,https://pbs.twimg.com/media/CVgbIobUYAEaeI3.jpg,2.0,miniature_pinscher,0.384099,True,bloodhound,0.0799232,True,Rottweiler,0.0685941,True,889.0,272.0,2015-12-06 00:00:00,2018-10-13 01:48:00,no-entry,miniature_pinscher,0.384099,10.0,1.0
1970,673295268553605120,Twitter for iPhone,Meet Eve. She's a raging alcoholic 8/10 (would b 11/10 but pupper alcoholism is a tragic issue that I can't condone) https://t.co/U36HYQIijg,8.0,10.0,Eve,https://pbs.twimg.com/media/CVgGc9hWIAIe1bn.jpg,1.0,golden_retriever,0.889241,True,Labrador_retriever,0.06468330000000001,True,Great_Pyrenees,0.0126126,True,7715.0,3300.0,2015-12-06 00:00:00,2018-10-13 00:17:00,pupper,golden_retriever,0.889241,9.5,2.0
1972,673240798075449344,Twitter for iPhone,Magical floating dog here. Very calm. Always hangs by the pond. Rather moist. Good listener. 6/10 personally I'd pet https://t.co/1euKoOvy49,6.0,10.0,,https://pbs.twimg.com/media/CVfU7KLXAAAAgIa.jpg,1.0,Airedale,0.443004,True,brown_bear,0.114162,False,Chesapeake_Bay_retriever,0.0946386,True,1453.0,763.0,2015-12-05 00:00:00,2018-10-13 20:41:00,no-entry,Airedale,0.443004,6.0,1.0
1973,673213039743795200,Twitter for iPhone,This is Dexter. He just got some big news. 10/10 https://t.co/CbvCUE6PFI,10.0,10.0,Dexter,https://pbs.twimg.com/media/CVe7r7QVEAAc4Bg.jpg,1.0,schipperke,0.8880819999999999,True,groenendael,0.0477274,True,kelpie,0.041398,True,2312.0,882.0,2015-12-05 00:00:00,2018-10-13 18:51:00,no-entry,schipperke,0.8880819999999999,10.0,1.0
1976,672995267319328768,Twitter for iPhone,This is Pumpkin. He can look in two different directions at once. Great with a screwdriver. 8/10 https://t.co/odpuqtz2Fq,8.0,10.0,Pumpkin,https://pbs.twimg.com/media/CVb1mRiWcAADBsE.jpg,1.0,French_bulldog,0.7195590000000001,True,boxer,0.166927,True,Boston_bull,0.101354,True,978.0,309.0,2015-12-05 00:00:00,2018-10-13 04:25:00,no-entry,French_bulldog,0.7195590000000001,8.0,1.0
1977,672988786805112832,Twitter for iPhone,This is Schnozz. He's had a blurred tail since birth. Hasn't let that stop him. 10/10 inspirational pupper https://t.co/a3zYMcvbXG,10.0,10.0,Schnozz,https://pbs.twimg.com/media/CVbvjKqW4AA_CuD.jpg,1.0,Lakeland_terrier,0.8366319999999999,True,West_Highland_white_terrier,0.07389960000000001,True,wire-haired_fox_terrier,0.0381601,True,1002.0,303.0,2015-12-05 00:00:00,2018-10-13 04:00:00,pupper,Lakeland_terrier,0.8366319999999999,10.0,1.0
1979,672980819271634944,Twitter for iPhone,Extraordinary dog here. Looks large. Just a head. No body. Rather intrusive. 5/10 would still pet https://t.co/ufHWUFA9Pu,5.0,10.0,,https://pbs.twimg.com/media/CVbodBOUsAAb7jZ.jpg,1.0,car_mirror,0.232754,False,basset,0.219461,True,beagle,0.112397,True,1858.0,1040.0,2015-12-05 00:00:00,2018-10-13 03:28:00,no-entry,car_mirror,0.219461,5.0,1.0
1980,672975131468300288,Twitter for iPhone,This is Chuckles. He is one skeptical pupper. 10/10 stay woke Chuckles https://t.co/ZlcF0TIRW1,10.0,10.0,Chuckles,https://pbs.twimg.com/media/CVbjRSIWsAElw2s.jpg,1.0,pug,0.8364209999999999,True,Brabancon_griffon,0.044667800000000014,True,French_bulldog,0.0365705,True,1722.0,953.0,2015-12-05 00:00:00,2018-10-13 03:05:00,pupper,pug,0.8364209999999999,10.0,1.0
1982,672968025906282496,Twitter for iPhone,This is Gustaf. He's a purebred Chevy Equinox. Loves to shred. Gnarly lil pup. Great with the babes. 11/10 https://t.co/7CbO2eMAgJ,11.0,10.0,Gustaf,https://pbs.twimg.com/media/CVbc2V2WsAE3-kn.jpg,1.0,toy_poodle,0.678046,True,miniature_poodle,0.160273,True,Airedale,0.06564869999999999,True,1347.0,569.0,2015-12-05 00:00:00,2018-10-13 02:37:00,no-entry,toy_poodle,0.678046,11.0,1.0
1990,672640509974827008,Twitter for iPhone,This is Leonidas. He just got rekt by a snowball. 9/10 doggy down https://t.co/uNrmYDUa9M,9.0,10.0,Leonidas,https://pbs.twimg.com/media/CVWy9v-VAAALSoE.jpg,1.0,Chesapeake_Bay_retriever,0.420155,True,Cardigan,0.26603000000000004,True,Labrador_retriever,0.0425145,True,996.0,334.0,2015-12-04 00:00:00,2018-10-13 04:56:00,no-entry,Chesapeake_Bay_retriever,0.420155,9.0,1.0
1994,672604026190569472,Twitter for iPhone,This is a baby Rand Paul. Curls for days. 11/10 would cuddle the hell out of https://t.co/xHXNaPAYRe,11.0,10.0,,https://pbs.twimg.com/media/CVWRyylWIAAMltv.jpg,1.0,toy_poodle,0.8201579999999999,True,miniature_poodle,0.178404,True,toilet_tissue,0.000291158,False,1142.0,419.0,2015-12-04 00:00:00,2018-10-13 02:31:00,no-entry,toy_poodle,0.8201579999999999,11.0,1.0
1995,672594978741354496,Twitter for iPhone,Meet Scott. Just trying to catch his train to work. Doesn't need everybody staring. 9/10 ignore the haters pupper https://t.co/jyXbZ35MYz,9.0,10.0,Scott,https://pbs.twimg.com/media/CVWJkJXWsAInlZl.jpg,1.0,Great_Pyrenees,0.755945,True,Old_English_sheepdog,0.0823368,True,Afghan_hound,0.0270366,True,1358.0,628.0,2015-12-04 00:00:00,2018-10-13 01:55:00,pupper,Great_Pyrenees,0.755945,9.0,1.0
1998,672538107540070400,Twitter for iPhone,Meet Darby. He's a Fiscal Tutankhamen Waxbeard. Really likes steak. 7/10 https://t.co/rSndxTL0Ap,7.0,10.0,Darby,https://pbs.twimg.com/media/CVVV1wJWoAEcOyk.jpg,1.0,Siamese_cat,0.383937,False,Chihuahua,0.160274,True,giant_panda,0.14774500000000002,False,1054.0,384.0,2015-12-03 00:00:00,2018-10-13 22:09:00,no-entry,Siamese_cat,0.160274,7.0,1.0
1999,672523490734551040,Twitter for iPhone,When she says she'll be ready in a minute but you've been waiting in the car for almost an hour. 10/10 https://t.co/EH0N3dFKUi,10.0,10.0,,https://pbs.twimg.com/media/CVVIjGbWwAAxkN0.jpg,1.0,golden_retriever,0.5659810000000001,True,chow,0.0812117,True,Irish_terrier,0.06159600000000001,True,662.0,180.0,2015-12-03 00:00:00,2018-10-13 21:11:00,no-entry,golden_retriever,0.5659810000000001,10.0,1.0
2000,672488522314567680,Twitter for iPhone,"This is Jackie. She was all ready to go out, but her friends just cancelled on her. 10/10 hang in there Jackie https://t.co/rVfi6CCidK",10.0,10.0,Jackie,https://pbs.twimg.com/media/CVUovvHWwAAD-nu.jpg,1.0,Doberman,0.605358,True,Rottweiler,0.108382,True,Appenzeller,0.0777977,True,1144.0,455.0,2015-12-03 00:00:00,2018-10-13 18:52:00,no-entry,Doberman,0.605358,10.0,1.0
2002,672481316919734272,Twitter for iPhone,Say hello to Jazz. She should be on the cover of Vogue. 12/10 gorgeous pupper https://t.co/mVCMemhXAP,12.0,10.0,Jazz,https://pbs.twimg.com/media/CVUiMUeW4AEQgkU.jpg,1.0,Border_collie,0.599454,True,collie,0.106227,True,Shetland_sheepdog,0.0944649,True,731.0,128.0,2015-12-03 00:00:00,2018-10-13 18:23:00,pupper,Border_collie,0.599454,12.0,1.0
2009,672254177670729728,Twitter for iPhone,This is Rolf. He's having the time of his life. 11/10 good pupper https://t.co/OO6MqEbqG3,11.0,10.0,Rolf,https://pbs.twimg.com/media/CVRTmz1WcAA4uMF.jpg,1.0,pug,0.979487,True,French_bulldog,0.0168504,True,Norwegian_elkhound,0.00161754,True,1470.0,767.0,2015-12-03 00:00:00,2018-10-13 03:21:00,pupper,pug,0.979487,11.0,1.0
2010,672248013293752320,Twitter for iPhone,10/10 for dog. 7/10 for cat. 12/10 for human. Much skill. Would pet all https://t.co/uhx5gfpx5k,10.0,10.0,,https://pbs.twimg.com/media/CVROAIfWsAECA5t.jpg,1.0,Irish_terrier,0.413173,True,Airedale,0.335616,True,toy_poodle,0.0279523,True,1770.0,631.0,2015-12-03 00:00:00,2018-10-13 02:56:00,no-entry,Irish_terrier,0.413173,9.67,3.0
2011,672245253877968896,Twitter for iPhone,Meet Snickers. He's adorable. Also comes in t-shirt mode. 12/10 I would aggressively caress Snickers https://t.co/aCRKDaFmVr,12.0,10.0,Snickers,https://pbs.twimg.com/media/CVRLfeoW4AA_ldZ.jpg,1.0,Chihuahua,0.7189439999999999,True,badger,0.178546,False,toy_terrier,0.0371031,True,702.0,162.0,2015-12-03 00:00:00,2018-10-13 02:45:00,no-entry,Chihuahua,0.7189439999999999,12.0,1.0
2012,672239279297454080,Twitter for iPhone,This is Ridley. He doesn't know how to couch. 7/10 https://t.co/UHJE0UgMf7,7.0,10.0,Ridley,https://pbs.twimg.com/media/CVRGDrsWsAAUWSF.jpg,1.0,pug,0.332536,True,French_bulldog,0.258124,True,bull_mastiff,0.120873,True,916.0,330.0,2015-12-03 00:00:00,2018-10-13 02:21:00,no-entry,pug,0.332536,7.0,1.0
2014,672222792075620352,Twitter for iPhone,This is Cal. He's a Swedish Geriatric Cheddar. Upset because the pope is laughing at his eyebrows. 9/10 https://t.co/EW4MsOrF5O,9.0,10.0,Cal,https://pbs.twimg.com/media/CVQ3EDdWIAINyhM.jpg,1.0,beagle,0.958178,True,basset,0.00911731,True,Italian_greyhound,0.00773105,True,805.0,220.0,2015-12-03 00:00:00,2018-10-13 01:16:00,no-entry,beagle,0.958178,9.0,1.0
2015,672205392827572224,Twitter for iPhone,This is Opal. He's a Royal John Coctostan. Ready for transport. Basically indestructible. 9/10 good pupper https://t.co/yRBQF9OS7D,9.0,10.0,Opal,https://pbs.twimg.com/media/CVQnPMrVAAAzShR.jpg,1.0,carton,0.952613,False,crate,0.0353762,False,pug,0.00326691,True,2317.0,1200.0,2015-12-03 00:00:00,2018-10-13 00:07:00,pupper,carton,0.00326691,9.0,1.0
2016,672169685991993344,Twitter for iPhone,This is Bradley. That is his sandwich. He carries it everywhere. 10/10 https://t.co/AjBkGTyCeO,10.0,10.0,Bradley,https://pbs.twimg.com/media/CVQGv-vUwAEUjCj.jpg,1.0,cocker_spaniel,0.991011,True,Sussex_spaniel,0.00403213,True,miniature_poodle,0.00127564,True,1046.0,383.0,2015-12-02 00:00:00,2018-10-13 21:45:00,no-entry,cocker_spaniel,0.991011,10.0,1.0
2017,672160042234327040,Twitter for iPhone,This is Bubba. He's a Titted Peebles Aorta. Evolutionary masterpiece. Comfortable with his body. 8/10 great pupper https://t.co/aNkkl5nH3W,8.0,10.0,Bubba,https://pbs.twimg.com/media/CVP9_beUEAAwURR.jpg,1.0,pug,0.561027,True,French_bulldog,0.222114,True,Labrador_retriever,0.0654556,True,890.0,372.0,2015-12-02 00:00:00,2018-10-13 21:06:00,pupper,pug,0.561027,8.0,1.0
2019,672125275208069120,Twitter for iPhone,This is just impressive I have nothing else to say. 11/10 https://t.co/LquQZiZjJP,11.0,10.0,,https://pbs.twimg.com/media/CVPeX2dWwAEwyaR.jpg,1.0,tennis_ball,0.999834,False,golden_retriever,8.67567e-05,True,racket,5.33219e-05,False,2464.0,1188.0,2015-12-02 00:00:00,2018-10-13 18:48:00,no-entry,tennis_ball,8.67567e-05,11.0,1.0
2020,672095186491711488,Twitter for iPhone,This is Tuco. That's the toast that killed his father. 9/10 https://t.co/ujnWy26RMe,9.0,10.0,Tuco,https://pbs.twimg.com/media/CVPDAR9XIAAm8QB.jpg,1.0,pug,0.794087,True,French_bulldog,0.140796,True,bull_mastiff,0.0446811,True,1019.0,379.0,2015-12-02 00:00:00,2018-10-13 16:49:00,no-entry,pug,0.794087,9.0,1.0
2021,672082170312290304,Twitter for iPhone,This is Patch. He wants to be a Christmas tree. 11/10 https://t.co/WTJtf9O8Jg,11.0,10.0,Patch,https://pbs.twimg.com/media/CVO3KodXAAAj1de.jpg,1.0,hamster,0.13244,False,toy_poodle,0.123962,True,bubble,0.0562124,False,964.0,379.0,2015-12-02 00:00:00,2018-10-13 15:57:00,no-entry,hamster,0.123962,11.0,1.0
2023,671896809300709376,Twitter for iPhone,This is Lola. She fell asleep on a piece of pizza. 10/10 frighteningly relatable https://t.co/eqmkr2gmPH,10.0,10.0,Lola,https://pbs.twimg.com/media/CVMOlMiWwAA4Yxl.jpg,1.0,chow,0.243529,True,hamster,0.22715,False,Pomeranian,0.0560567,True,8671.0,4314.0,2015-12-02 00:00:00,2018-10-13 03:40:00,no-entry,chow,0.243529,10.0,1.0
2028,671866342182637568,Twitter for iPhone,Meet Dylan. He can use a fork but clearly can't put on a sweatshirt correctly. Looks like a disgruntled teen. 10/10 https://t.co/FWJQ1zQLiI,10.0,10.0,Dylan,https://pbs.twimg.com/media/CVLy3zFWoAA93qJ.jpg,1.0,Labrador_retriever,0.8756139999999999,True,Chihuahua,0.0321822,True,golden_retriever,0.017232499999999998,True,1152.0,521.0,2015-12-02 00:00:00,2018-10-13 01:39:00,no-entry,Labrador_retriever,0.8756139999999999,10.0,1.0
2030,671789708968640512,Twitter for iPhone,This is space pup. He's very confused. Tries to moonwalk at one point. Super spiffy uniform. 13/10 I love space pup https://t.co/SfPQ2KeLdq,13.0,10.0,space,https://pbs.twimg.com/tweet_video_thumb/CVKtH-4WIAAmiQ5.png,1.0,dalmatian,0.114259,True,teddy,0.0622752,False,steam_locomotive,0.049700199999999986,False,7236.0,3624.0,2015-12-01 00:00:00,2018-10-13 20:35:00,no-entry,dalmatian,0.114259,13.0,1.0
2031,671768281401958400,Twitter for iPhone,When you try to recreate the scene from Lady &amp; The Tramp but then remember you don't have a significant other. 10/10 https://t.co/TASnD8Q08S,10.0,10.0,,https://pbs.twimg.com/media/CVKZsHtWwAA6gPj.jpg,2.0,Chihuahua,0.500373,True,French_bulldog,0.112796,True,Italian_greyhound,0.0628927,True,1227.0,544.0,2015-12-01 00:00:00,2018-10-13 19:10:00,no-entry,Chihuahua,0.500373,10.0,1.0
2034,671743150407421952,Twitter for iPhone,This is a Tuscaloosa Alcatraz named Jacob (Yacōb). Loves to sit in swing. Stellar tongue. 11/10 look at his feet https://t.co/2IslQ8ZSc7,11.0,10.0,,https://pbs.twimg.com/media/CVKC1IfWIAAsQks.jpg,1.0,toy_poodle,0.4194270000000001,True,miniature_poodle,0.237067,True,swing,0.104193,False,757.0,238.0,2015-12-01 00:00:00,2018-10-13 17:30:00,no-entry,toy_poodle,0.4194270000000001,11.0,1.0
2035,671735591348891648,Twitter for iPhone,This is Oscar. He's ready for Christmas. 11/10 https://t.co/TON0Irzgwr,11.0,10.0,Oscar,https://pbs.twimg.com/media/CVJ79MzW4AEpTom.jpg,2.0,stone_wall,0.271121,False,Irish_wolfhound,0.06307819999999999,True,poncho,0.0482259,False,1482.0,783.0,2015-12-01 00:00:00,2018-10-13 17:00:00,no-entry,stone_wall,0.06307819999999999,11.0,1.0
2037,671561002136281088,Twitter for iPhone,This is the best thing I've ever seen so spread it like wildfire &amp; maybe we'll find the genius who created it. 13/10 https://t.co/q6RsuOVYwU,13.0,10.0,,https://pbs.twimg.com/media/CVHdK-7WwAAsuyc.jpg,1.0,Gordon_setter,0.4693729999999999,True,black-and-tan_coonhound,0.270893,True,Rottweiler,0.15323299999999998,True,13146.0,7500.0,2015-12-01 00:00:00,2018-10-13 05:26:00,no-entry,Gordon_setter,0.4693729999999999,13.0,1.0
2041,671542985629241344,Twitter for iPhone,"This is JD (stands for ""just dog""). He's like Airbud but with trading card games instead of sports. 10/10 much skill https://t.co/zzueJV9jCF",10.0,10.0,JD,https://pbs.twimg.com/media/CVHMyHMWwAALYXs.jpg,1.0,Shetland_sheepdog,0.980339,True,collie,0.006693000000000001,True,papillon,0.00615701,True,1118.0,589.0,2015-12-01 00:00:00,2018-10-13 04:14:00,no-entry,Shetland_sheepdog,0.980339,10.0,1.0
2043,671536543010570240,Twitter for iPhone,This is Reginald. He's pondering what life would be like without so much damn skin. 9/10 it'll be ok buddy https://t.co/1U5Ro5FA4c,9.0,10.0,Reginald,https://pbs.twimg.com/media/CVHG6_AWwAEJf_u.jpg,1.0,pug,0.537652,True,bull_mastiff,0.220617,True,French_bulldog,0.06829650000000001,True,1207.0,424.0,2015-12-01 00:00:00,2018-10-13 03:49:00,no-entry,pug,0.537652,9.0,1.0
2047,671518598289059840,Twitter for iPhone,This is Scruffers. He's being violated on multiple levels and is not happy about it. 9/10 hang in there Scruffers https://t.co/nLQoltwEZ7,9.0,10.0,Scruffers,https://pbs.twimg.com/media/CVG2l9jUYAAwg-w.jpg,1.0,Lakeland_terrier,0.428275,True,wire-haired_fox_terrier,0.111472,True,toy_poodle,0.105016,True,971.0,303.0,2015-12-01 00:00:00,2018-10-13 02:38:00,no-entry,Lakeland_terrier,0.428275,9.0,1.0
2052,671486386088865792,Twitter for iPhone,This is Malcolm. He just saw a spider. 10/10 https://t.co/ympkwF65Dx,10.0,10.0,Malcolm,https://pbs.twimg.com/media/CVGZTboUsAATohd.jpg,1.0,German_shepherd,0.8270350000000001,True,kelpie,0.0876477,True,red_wolf,0.031217900000000007,False,595.0,212.0,2015-12-01 00:00:00,2018-10-13 00:30:00,no-entry,German_shepherd,0.8270350000000001,10.0,1.0
2053,671485057807351808,Twitter for iPhone,Meet Penelope. She is a white Macadamias Duodenum. Very excited about wall. Lives on Frosted Flakes. 11/10 good pup https://t.co/CqcRagJlyS,11.0,10.0,Penelope,https://pbs.twimg.com/media/CVGYGNYXAAAQ9m-.jpg,1.0,Samoyed,0.627901,True,Great_Pyrenees,0.27642100000000003,True,kuvasz,0.0578735,True,781.0,239.0,2015-12-01 00:00:00,2018-10-13 00:24:00,no-entry,Samoyed,0.627901,11.0,1.0
2056,671357843010908160,Twitter for iPhone,Tfw she says hello from the other side. 9/10 https://t.co/lS1TIDagIb,9.0,10.0,,https://pbs.twimg.com/media/CVEkZaPXIAEw5vr.jpg,1.0,Italian_greyhound,0.831757,True,toy_terrier,0.043305800000000005,True,Chihuahua,0.036773,True,409.0,151.0,2015-11-30 00:00:00,2018-10-13 15:59:00,no-entry,Italian_greyhound,0.831757,9.0,1.0
2057,671355857343524864,Twitter for iPhone,This is Lou. He's a Petrarch Sunni Pinto. Well-behaved pup. Little legs just hang there. 10/10 would pet firmly https://t.co/FoCULrC3rD,10.0,10.0,Lou,https://pbs.twimg.com/media/CVEilyCUwAETbJ-.jpg,1.0,miniature_poodle,0.313811,True,toy_poodle,0.16558499999999998,True,Irish_terrier,0.0560941,True,489.0,117.0,2015-11-30 00:00:00,2018-10-13 15:51:00,no-entry,miniature_poodle,0.313811,10.0,1.0
2059,671186162933985280,Twitter for iPhone,This is Sparky. That's his pancake now. He will raise it as his own. 10/10 https://t.co/96tMaWyoWt,10.0,10.0,Sparky,https://pbs.twimg.com/media/CVCIQX7UkAEzqh_.jpg,1.0,Chihuahua,0.319106,True,whippet,0.16913399999999998,True,toy_terrier,0.125815,True,754.0,222.0,2015-11-30 00:00:00,2018-10-13 04:37:00,no-entry,Chihuahua,0.319106,10.0,1.0
2060,671182547775299584,Twitter for iPhone,This pup holds the secrets of the universe in his left eye. 12/10 https://t.co/F7xwE0wmnu,12.0,10.0,,https://pbs.twimg.com/media/CVCE9uYXIAEtSzR.jpg,1.0,Rottweiler,0.331179,True,kelpie,0.218601,True,Appenzeller,0.18252,True,1152.0,358.0,2015-11-30 00:00:00,2018-10-13 04:22:00,no-entry,Rottweiler,0.331179,12.0,1.0
2062,671163268581498880,Twitter for iPhone,Pack of horned dogs here. Very team-oriented bunch. All have weird laughs. Bond between them strong. 8/10 for all https://t.co/U7DQQdZ0mX,8.0,10.0,,https://pbs.twimg.com/media/CVBzbWsWsAEyNMA.jpg,1.0,African_hunting_dog,0.733025,False,plow,0.119377,False,Scottish_deerhound,0.0269829,True,1701.0,1148.0,2015-11-30 00:00:00,2018-10-13 03:06:00,no-entry,African_hunting_dog,0.0269829,8.0,1.0
2068,671138694582165504,Twitter for iPhone,Me running from commitment. 10/10 https://t.co/ycVJyFFkES,10.0,10.0,,https://pbs.twimg.com/media/CVBdFahXAAAIe5Y.jpg,1.0,Samoyed,0.587342,True,Great_Pyrenees,0.268952,True,Pekinese,0.0905275,True,957.0,420.0,2015-11-30 00:00:00,2018-10-13 01:28:00,no-entry,Samoyed,0.587342,10.0,1.0
2069,671134062904504320,Twitter for iPhone,Say hello to Clarence. He's a western Alkaline Pita. Very proud of himself for dismembering his stuffed dog pal 8/10 https://t.co/BHxr9O7wJY,8.0,10.0,Clarence,https://pbs.twimg.com/media/CVBY3e7XIAAAE4Y.jpg,1.0,Shih-Tzu,0.18038,True,golden_retriever,0.180194,True,Labrador_retriever,0.173656,True,769.0,200.0,2015-11-30 00:00:00,2018-10-13 01:10:00,no-entry,Shih-Tzu,0.18038,8.0,1.0
2070,671122204919246848,Twitter for iPhone,Two miniature golden retrievers here. Webbed paws. Don't walk very efficiently. Can't catch a tennis ball. 4/10s https://t.co/WzVLdSHJU7,4.0,10.0,,https://pbs.twimg.com/media/CVBOFTLWwAAzlNi.jpg,1.0,goose,0.351957,False,Chihuahua,0.101228,True,hen,0.0658176,False,3581.0,2615.0,2015-11-30 00:00:00,2018-10-13 00:22:00,no-entry,goose,0.101228,4.0,1.0
