,source,new_dog_rating,dog_counts,rating_numerator,rating_denominator,p1_conf,p2_conf,p3_conf,retweet_count,favorite_count,developmentalStage,dogTypeMax,dogConfsMax
1311,Twitter for iPhone,12.0,1.0,12.0,10.0,0.559658,0.314673,0.0666717,1470.0,4291.0,no-entry,cocker_spaniel,0.559658
1312,Twitter for iPhone,11.0,1.0,11.0,10.0,0.58378,0.129683,0.08915269999999999,645.0,2433.0,no-entry,Chihuahua,0.58378
1315,Twitter for iPhone,12.0,1.0,12.0,10.0,0.717584,0.15143299999999998,0.047087,1041.0,3505.0,no-entry,toy_poodle,0.717584
1316,Twitter for iPhone,9.0,1.0,9.0,10.0,0.137871,0.132928,0.113866,1177.0,2721.0,no-entry,space_heater,0.132928
1319,Twitter for iPhone,12.0,1.0,12.0,10.0,0.7726850000000001,0.0716653,0.0209931,1111.0,3267.0,no-entry,golden_retriever,0.7726850000000001
1320,Twitter for iPhone,12.0,1.0,12.0,10.0,0.956462,0.0253809,0.00867921,993.0,3635.0,no-entry,Tibetan_mastiff,0.956462
1321,Twitter for iPhone,12.0,1.0,12.0,10.0,0.6981649999999999,0.105834,0.0620304,8592.0,22607.0,pupper,Pembroke,0.6981649999999999
1322,Twitter for iPhone,11.0,1.0,11.0,10.0,0.587101,0.16408699999999998,0.105011,501.0,1798.0,no-entry,Border_terrier,0.587101
1323,Twitter for iPhone,11.0,1.0,11.0,10.0,0.743715,0.114042,0.0477152,985.0,2883.0,no-entry,papillon,0.743715
1325,Twitter for iPhone,7.0,1.0,7.0,10.0,0.430418,0.2796,0.11748,1729.0,5431.0,no-entry,Samoyed,0.430418
1327,Twitter for iPhone,10.0,1.0,10.0,10.0,0.5877640000000001,0.281429,0.0947981,796.0,3269.0,pupper,Staffordshire_bullterrier,0.5877640000000001
1328,Twitter for iPhone,12.0,1.0,12.0,10.0,0.776346,0.112413,0.0369529,958.0,3315.0,no-entry,golden_retriever,0.776346
1330,Twitter for iPhone,11.0,1.0,11.0,10.0,0.550294,0.14849600000000002,0.148482,567.0,2057.0,pupper,web_site,0.14849600000000002
1334,Twitter for iPhone,11.0,1.0,11.0,10.0,0.774792,0.0730794,0.0223651,1819.0,4034.0,pupper,Chihuahua,0.774792
1335,Twitter for iPhone,11.0,1.0,11.0,10.0,0.15795,0.0899203,0.0632245,810.0,3160.0,no-entry,Chihuahua,0.15795
1336,Twitter for iPhone,9.0,1.0,9.0,10.0,0.0905082,0.0773733,0.0494715,867.0,2732.0,no-entry,Egyptian_cat,0.0773733
1337,Twitter for iPhone,10.0,1.0,10.0,10.0,0.457672,0.27910100000000004,0.07692230000000001,549.0,2272.0,no-entry,collie,0.457672
1339,Twitter for iPhone,12.0,1.0,12.0,10.0,0.689504,0.10148,0.0557785,1196.0,4507.0,no-entry,Norfolk_terrier,0.689504
1340,Twitter for iPhone,10.0,1.0,10.0,10.0,0.284428,0.156339,0.138915,586.0,2386.0,pupper,pug,0.284428
1343,Twitter for iPhone,13.0,1.0,13.0,10.0,0.202294,0.100418,0.07209650000000001,3119.0,7006.0,pupper,Siamese_cat,0.100418
1344,Twitter for iPhone,12.0,1.0,12.0,10.0,0.376541,0.0980571,0.08521089999999999,1076.0,3104.0,no-entry,Chihuahua,0.376541
1347,Twitter for iPhone,12.0,1.0,12.0,10.0,0.980695,0.0185044,0.000215293,3826.0,8487.0,no-entry,Pembroke,0.980695
1348,Twitter for iPhone,10.0,1.0,10.0,10.0,0.23337800000000006,0.0884744,0.0829173,377.0,1676.0,pupper,teddy,0.0829173
1352,Twitter for iPhone,10.0,1.0,10.0,10.0,0.990119,0.00802558,0.00124229,500.0,1949.0,no-entry,Labrador_retriever,0.990119
1353,Twitter for iPhone,10.0,1.0,10.0,10.0,0.838994,0.0888003,0.0316839,1222.0,3480.0,no-entry,boxer,0.838994
1355,Twitter for iPhone,10.0,1.0,10.0,10.0,0.756441,0.126621,0.08011669999999999,1632.0,4081.0,pupper,Pembroke,0.756441
1356,Twitter for iPhone,9.0,1.0,9.0,10.0,0.292866,0.142122,0.070849,1487.0,4009.0,no-entry,miniature_pinscher,0.292866
1360,Twitter for iPhone,12.0,1.0,12.0,10.0,0.5254340000000001,0.236391,0.038243,589.0,2079.0,pupper,wool,0.038243
1361,Twitter for iPhone,11.0,1.0,11.0,10.0,0.778503,0.0938339,0.060296400000000014,3338.0,7792.0,no-entry,Pembroke,0.778503
1365,Twitter for iPhone,11.0,1.0,11.0,10.0,0.514085,0.173224,0.118384,1160.0,3398.0,no-entry,golden_retriever,0.514085
1366,Twitter for iPhone,10.0,1.0,10.0,10.0,0.381227,0.212017,0.128622,604.0,2315.0,no-entry,bloodhound,0.381227
1367,Twitter for iPhone,11.0,1.0,11.0,10.0,0.219179,0.13358399999999998,0.07443999999999999,3524.0,10920.0,pupper,kelpie,0.219179
1370,Twitter for iPhone,12.0,1.0,12.0,10.0,0.769159,0.0643688,0.0437634,1107.0,3463.0,no-entry,West_Highland_white_terrier,0.769159
1371,Twitter for iPhone,11.0,1.0,11.0,10.0,0.697303,0.239015,0.0198381,822.0,2618.0,no-entry,Boston_bull,0.697303
1372,Twitter for iPhone,9.0,1.0,9.0,10.0,0.242419,0.2268,0.194086,1444.0,5080.0,no-entry,golden_retriever,0.242419
1374,Twitter for iPhone,11.0,1.0,11.0,10.0,0.33170700000000003,0.272485,0.169415,1102.0,4019.0,no-entry,toy_poodle,0.33170700000000003
1377,Twitter for iPhone,10.0,1.0,10.0,10.0,0.993661,0.00150487,0.0008666069999999999,492.0,2208.0,no-entry,Chihuahua,0.993661
1380,Twitter for iPhone,12.0,1.0,12.0,10.0,0.615163,0.15950899999999998,0.08446569999999999,5505.0,12923.0,no-entry,Chihuahua,0.615163
1381,Twitter for iPhone,11.0,1.0,11.0,10.0,0.16656300000000002,0.122356,0.119247,618.0,2344.0,no-entry,white_wolf,0.122356
1383,Twitter for iPhone,10.0,1.0,10.0,10.0,0.252514,0.153005,0.135199,538.0,2572.0,no-entry,Rhodesian_ridgeback,0.252514
1387,Twitter for iPhone,12.0,1.0,12.0,10.0,0.449684,0.160205,0.0486658,615.0,2412.0,no-entry,bath_towel,0.160205
1388,Twitter for iPhone,6.0,1.0,6.0,10.0,0.678651,0.110268,0.104139,1937.0,4384.0,no-entry,hamster,0.110268
1389,Twitter for iPhone,10.0,1.0,10.0,10.0,0.16258499999999998,0.120481,0.110284,800.0,2801.0,no-entry,beagle,0.16258499999999998
1391,Twitter for iPhone,10.0,1.0,10.0,10.0,0.53246,0.103796,0.100371,2960.0,7966.0,pupper,golden_retriever,0.53246
1393,Twitter for iPhone,10.0,1.0,10.0,10.0,0.726571,0.176828,0.07013380000000001,628.0,2188.0,no-entry,West_Highland_white_terrier,0.726571
1395,Twitter for iPhone,11.0,1.0,11.0,10.0,0.808978,0.0424281,0.0235364,1034.0,3227.0,pupper,golden_retriever,0.808978
1397,Twitter for iPhone,10.0,1.0,10.0,10.0,0.706038,0.165655,0.0590475,1334.0,2930.0,no-entry,malinois,0.706038
1401,Twitter for iPhone,12.0,1.0,12.0,10.0,0.836572,0.105946,0.025143900000000004,547.0,2288.0,pupper,golden_retriever,0.836572
1402,Twitter for iPhone,10.0,1.0,10.0,10.0,0.99786,0.00182486,0.00029894,357.0,1450.0,no-entry,pug,0.99786
1403,Twitter for iPhone,11.0,1.0,11.0,10.0,0.517479,0.155935,0.0950009,666.0,2180.0,no-entry,Samoyed,0.517479
1404,Twitter for iPhone,11.0,1.0,11.0,10.0,0.337557,0.20913,0.136946,472.0,1989.0,no-entry,cairn,0.337557
1405,Twitter for iPhone,10.0,1.0,10.0,10.0,0.309696,0.3037,0.077266,928.0,3333.0,no-entry,Labrador_retriever,0.309696
1407,Twitter for iPhone,8.0,1.0,8.0,10.0,0.667324,0.11955,0.0975995,707.0,2586.0,no-entry,schipperke,0.667324
1408,Twitter for iPhone,12.0,1.0,12.0,10.0,0.599587,0.213069,0.154293,1275.0,3175.0,no-entry,Shih-Tzu,0.599587
1410,Twitter for iPhone,13.0,1.0,13.0,10.0,0.222943,0.179938,0.16303299999999998,1285.0,2755.0,pupper,Chihuahua,0.222943
1411,Twitter for iPhone,13.0,1.0,13.0,10.0,0.24634,0.243349,0.085871,1061.0,3576.0,no-entry,Norfolk_terrier,0.24634
1413,Twitter for iPhone,10.0,1.0,10.0,10.0,0.983131,0.00555772,0.00332221,667.0,2684.0,no-entry,German_short-haired_pointer,0.983131
1415,Twitter for iPhone,7.0,1.0,7.0,10.0,0.931963,0.0306949,0.0128961,407.0,1533.0,no-entry,Brittany_spaniel,0.931963
1416,Twitter for iPhone,12.0,1.0,12.0,10.0,0.15846400000000002,0.0894025,0.0250373,367.0,1360.0,no-entry,Samoyed,0.15846400000000002
1417,Twitter for iPhone,9.0,1.0,9.0,10.0,0.998544,0.00140394,2.322e-05,662.0,2450.0,no-entry,French_bulldog,0.998544
1420,Twitter for iPhone,11.0,1.0,11.0,10.0,0.107948,0.07522999999999999,0.06943610000000001,2164.0,5020.0,no-entry,Italian_greyhound,0.107948
1422,Twitter for iPhone,10.0,1.0,10.0,10.0,0.351868,0.207753,0.154606,792.0,2960.0,no-entry,Chesapeake_Bay_retriever,0.351868
1423,Twitter for iPhone,11.0,1.0,11.0,10.0,0.280222,0.161478,0.126884,359.0,1617.0,no-entry,Staffordshire_bullterrier,0.280222
1425,Twitter for iPhone,10.0,1.0,10.0,10.0,0.126924,0.110037,0.090816,743.0,2542.0,no-entry,Great_Dane,0.126924
1430,Twitter for iPhone,8.0,1.0,8.0,10.0,0.256698,0.119805,0.102595,542.0,2160.0,no-entry,Siamese_cat,0.119805
1434,Twitter for iPhone,10.0,1.0,10.0,10.0,0.880014,0.100136,0.00702706,2000.0,4935.0,no-entry,toy_poodle,0.880014
1435,Twitter for iPhone,8.0,1.0,8.0,10.0,0.999223,0.000186525,0.000151071,1072.0,3469.0,no-entry,Great_Dane,0.999223
1436,Twitter for iPhone,10.0,1.0,10.0,10.0,0.173989,0.165888,0.11989,1250.0,3187.0,no-entry,Great_Dane,0.173989
1437,Twitter for iPhone,10.0,1.0,10.0,10.0,0.236031,0.16579100000000002,0.0635328,715.0,2660.0,no-entry,grey_fox,0.0635328
1440,Twitter for iPhone,12.0,1.0,12.0,10.0,0.383941,0.289085,0.0565481,1927.0,5111.0,no-entry,kuvasz,0.383941
1442,Twitter for iPhone,10.0,1.0,10.0,10.0,0.13783199999999998,0.0983781,0.0973967,384.0,1557.0,no-entry,weasel,0.0983781
1444,Twitter for iPhone,9.0,1.0,9.0,10.0,0.379797,0.321589,0.116931,699.0,2516.0,pupper,car_mirror,0.321589
1447,Twitter for iPhone,12.0,1.0,12.0,10.0,0.369063,0.168204,0.120553,1111.0,2681.0,no-entry,briard,0.369063
1448,Twitter for iPhone,7.0,1.0,7.0,10.0,0.132845,0.0860048,0.0655823,1224.0,3397.0,no-entry,borzoi,0.132845
1450,Twitter for iPhone,11.0,1.0,11.0,10.0,0.382234,0.208302,0.131328,1260.0,3179.0,no-entry,Pomeranian,0.382234
1454,Twitter for iPhone,12.0,1.0,12.0,10.0,0.748904,0.121102,0.111767,1947.0,4610.0,no-entry,basenji,0.748904
1455,Twitter for iPhone,10.0,1.0,10.0,10.0,0.997445,0.00174855,0.00030440400000000004,3840.0,9119.0,no-entry,pug,0.997445
1457,Twitter for iPhone,12.0,1.0,12.0,10.0,0.227784,0.218128,0.0934574,661.0,2796.0,pupper,papillon,0.227784
1458,Twitter for iPhone,11.0,1.0,11.0,10.0,0.5101060000000001,0.0719809,0.069231,1189.0,3005.0,pupper,Shih-Tzu,0.5101060000000001
1460,Twitter for iPhone,6.0,1.0,6.0,10.0,0.761454,0.0753949,0.0415978,847.0,2819.0,no-entry,Boston_bull,0.761454
1464,Twitter for iPhone,10.0,1.0,10.0,10.0,0.429871,0.144272,0.12722,312.0,1595.0,pupper,hamster,0.144272
1465,Twitter for iPhone,7.5,2.0,10.0,10.0,0.407886,0.328173,0.108404,670.0,2154.0,no-entry,Australian_terrier,0.407886
1467,Twitter for iPhone,9.0,1.0,9.0,10.0,0.99006,0.00743627,0.00161729,539.0,2124.0,pupper,boxer,0.99006
1468,Twitter for iPhone,10.0,1.0,10.0,10.0,0.352547,0.15572,0.116657,2181.0,4436.0,no-entry,Shih-Tzu,0.352547
1469,Twitter for iPhone,9.0,1.0,9.0,10.0,0.441499,0.08087000000000001,0.0720988,998.0,3112.0,no-entry,teddy,0.08087000000000001
1475,Twitter for iPhone,9.0,1.0,9.0,10.0,0.111893,0.0743018,0.06700039999999999,447.0,2687.0,no-entry,Scottish_deerhound,0.111893
1476,Twitter for iPhone,12.0,1.0,12.0,10.0,0.841987,0.06979110000000001,0.0387199,863.0,2586.0,pupper,pug,0.841987
1477,Twitter for iPhone,10.0,1.0,10.0,10.0,0.449298,0.385075,0.163485,399.0,1634.0,no-entry,malamute,0.449298
1481,Twitter for iPhone,10.0,1.0,10.0,10.0,0.340008,0.175316,0.16433699999999998,1334.0,3558.0,no-entry,Labrador_retriever,0.340008
1485,Twitter for iPhone,12.0,1.0,12.0,10.0,0.69748,0.200151,0.0909704,3446.0,8348.0,no-entry,Shih-Tzu,0.69748
1486,Twitter for iPhone,11.0,1.0,11.0,10.0,0.740013,0.088739,0.047469800000000006,661.0,1822.0,no-entry,cocker_spaniel,0.740013
1487,Twitter for iPhone,10.0,1.0,10.0,10.0,0.660099,0.039562900000000005,0.033487800000000005,499.0,1988.0,pupper,ice_lolly,0.033487800000000005
1488,Twitter for iPhone,9.0,1.0,9.0,10.0,0.612635,0.269744,0.0486655,801.0,2827.0,no-entry,Saint_Bernard,0.612635
1489,Twitter for iPhone,10.0,1.0,10.0,10.0,0.162638,0.15628699999999998,0.0814778,946.0,2582.0,pupper,Mexican_hairless,0.162638
1490,Twitter for iPhone,10.0,1.0,10.0,10.0,0.403496,0.135164,0.0887187,653.0,1896.0,no-entry,soft-coated_wheaten_terrier,0.403496
1495,Twitter for iPhone,10.0,1.0,10.0,10.0,0.41309,0.199865,0.08199060000000001,1461.0,3375.0,no-entry,pug,0.41309
1499,Twitter for iPhone,12.0,1.0,12.0,10.0,0.810592,0.119745,0.0292648,880.0,2671.0,no-entry,Siberian_husky,0.810592
1500,Twitter for iPhone,10.0,1.0,10.0,10.0,0.956565,0.0189067,0.013544399999999998,854.0,2281.0,no-entry,pug,0.956565
1503,Twitter for iPhone,9.0,1.0,9.0,10.0,0.247565,0.121377,0.0993625,1026.0,3028.0,no-entry,Tibetan_terrier,0.247565
1510,Twitter for iPhone,12.0,1.0,12.0,10.0,0.767563,0.08580460000000001,0.0437693,914.0,2801.0,no-entry,Bernese_mountain_dog,0.767563
1511,Twitter for iPhone,13.0,1.0,13.0,10.0,0.530104,0.197314,0.08251460000000001,8234.0,20455.0,no-entry,Lakeland_terrier,0.530104
1512,Twitter for iPhone,11.0,1.0,11.0,10.0,0.508981,0.207897,0.0943533,710.0,2722.0,no-entry,Rottweiler,0.508981
1513,Twitter for iPhone,11.0,1.0,11.0,10.0,0.441269,0.27827,0.06350349999999999,960.0,3135.0,no-entry,borzoi,0.441269
1516,Twitter for iPhone,11.0,1.0,11.0,10.0,0.862964,0.0448653,0.0124678,1354.0,3793.0,no-entry,golden_retriever,0.862964
1519,Twitter for iPhone,13.0,1.0,13.0,10.0,0.883229,0.109635,0.00279507,1382.0,4007.0,no-entry,golden_retriever,0.883229
1521,Twitter for iPhone,10.0,1.0,10.0,10.0,0.194532,0.127776,0.08962460000000001,858.0,2465.0,no-entry,bath_towel,0.08962460000000001
1522,Twitter for iPhone,11.0,1.0,11.0,10.0,0.215438,0.137928,0.0981708,302.0,1385.0,no-entry,bighorn,0.0981708
1524,Twitter for iPhone,11.0,1.0,11.0,10.0,0.0974997,0.0919339,0.0915048,648.0,2082.0,no-entry,Lhasa,0.0974997
1526,Twitter for iPhone,11.0,1.0,11.0,10.0,0.286345,0.107144,0.0850858,929.0,3447.0,no-entry,kuvasz,0.286345
1530,Twitter for iPhone,10.0,1.0,10.0,10.0,0.28955,0.0991402,0.0406958,1114.0,2963.0,no-entry,badger,0.0406958
1531,Twitter for iPhone,12.0,1.0,12.0,10.0,0.949609,0.0330837,0.016662700000000003,794.0,2654.0,pupper,malamute,0.949609
1533,Twitter for iPhone,10.0,1.0,10.0,10.0,0.444499,0.12983,0.0738057,403.0,1513.0,no-entry,standard_poodle,0.444499
1536,Twitter for iPhone,11.0,1.0,11.0,10.0,0.943331,0.0236751,0.00716495,746.0,2575.0,pupper,Pomeranian,0.943331
1537,Twitter for iPhone,9.0,1.0,9.0,10.0,0.26915500000000003,0.111496,0.104939,1278.0,3190.0,no-entry,Old_English_sheepdog,0.26915500000000003
1542,Twitter for iPhone,11.0,1.0,11.0,10.0,0.426494,0.07310139999999997,0.0703229,5958.0,12305.0,no-entry,dogsled,0.07310139999999997
1543,Twitter for iPhone,12.0,1.0,12.0,10.0,0.169482,0.161655,0.15441400000000002,497.0,2170.0,no-entry,Eskimo_dog,0.169482
1544,Twitter for iPhone,12.0,1.0,12.0,10.0,0.799319,0.189537,0.00338619,1544.0,3590.0,no-entry,Pembroke,0.799319
1547,Twitter for iPhone,10.0,1.0,10.0,10.0,0.6375460000000001,0.150694,0.103953,775.0,2118.0,no-entry,Chihuahua,0.6375460000000001
1550,Twitter for iPhone,9.0,1.0,9.0,10.0,0.816044,0.054135400000000014,0.0306481,1082.0,3238.0,no-entry,cocker_spaniel,0.816044
1551,Twitter for iPhone,10.0,1.0,10.0,10.0,0.303781,0.165132,0.149051,554.0,2139.0,pupper,English_springer,0.303781
1552,Twitter for iPhone,11.0,1.0,11.0,10.0,0.430544,0.206576,0.154352,940.0,2890.0,pupper,Pembroke,0.430544
1556,Twitter for iPhone,9.0,1.0,9.0,10.0,0.6142310000000001,0.13939200000000002,0.0311582,399.0,1464.0,no-entry,Cardigan,0.6142310000000001
1557,Twitter for iPhone,12.0,1.0,12.0,10.0,0.199512,0.0967973,0.0828482,211.0,1016.0,no-entry,malinois,0.199512
1558,Twitter for iPhone,8.0,1.0,8.0,10.0,0.5996600000000001,0.380976,0.00388902,718.0,2343.0,no-entry,American_Staffordshire_terrier,0.5996600000000001
1561,Twitter for iPhone,12.0,1.0,12.0,10.0,0.900437,0.0222925,0.0149968,4803.0,9846.0,no-entry,golden_retriever,0.900437
1567,Twitter for iPhone,12.0,1.0,12.0,10.0,0.99721,0.0008032410000000001,0.000372515,1218.0,2890.0,no-entry,Pomeranian,0.99721
1572,Twitter for iPhone,11.0,1.0,11.0,10.0,0.957365,0.0385587,0.0006673610000000001,552.0,2054.0,no-entry,pug,0.957365
1573,Twitter for iPhone,7.0,1.0,7.0,10.0,0.391471,0.273595,0.0416919,620.0,2026.0,no-entry,Rottweiler,0.391471
1576,Twitter for iPhone,10.0,1.0,10.0,10.0,0.223366,0.183596,0.17691600000000002,586.0,2163.0,no-entry,Boston_bull,0.223366
1578,Twitter for iPhone,11.0,1.0,11.0,10.0,0.747208,0.0910254,0.0357878,9879.0,21264.0,no-entry,Shih-Tzu,0.747208
1579,Twitter for iPhone,7.0,1.0,7.0,10.0,0.703561,0.139909,0.0211125,2049.0,4610.0,pupper,seat_belt,0.139909
1580,Twitter for iPhone,9.0,1.0,9.0,10.0,0.178205,0.14916400000000002,0.120505,2467.0,5786.0,no-entry,pug,0.178205
1584,Twitter for iPhone,11.0,1.0,11.0,10.0,0.417107,0.34173000000000003,0.177702,654.0,2377.0,pupper,Labrador_retriever,0.417107
1588,Twitter for iPhone,12.0,1.0,12.0,10.0,0.338812,0.180925,0.180023,1291.0,4391.0,no-entry,Tibetan_mastiff,0.338812
1589,Twitter for iPhone,11.0,1.0,11.0,10.0,0.100499,0.0806711,0.0794062,866.0,2975.0,pupper,Norwich_terrier,0.100499
1590,Twitter for iPhone,11.0,1.0,11.0,10.0,0.441331,0.23318000000000005,0.093582,1463.0,3889.0,pupper,Rottweiler,0.441331
1595,Twitter for iPhone,10.0,1.0,10.0,10.0,0.985237,0.00884062,0.00232143,737.0,2326.0,no-entry,pug,0.985237
1597,Twitter for iPhone,11.0,1.0,11.0,10.0,0.985789,0.00408291,0.00333366,789.0,2336.0,no-entry,Pomeranian,0.985789
1599,Twitter for iPhone,12.0,1.0,12.0,10.0,0.23692,0.117608,0.1039,1259.0,3303.0,no-entry,Great_Dane,0.23692
1602,Twitter for iPhone,11.0,1.0,11.0,10.0,0.450678,0.430275,0.11859,568.0,2233.0,no-entry,Siberian_husky,0.450678
1603,Twitter for iPhone,8.0,1.0,8.0,10.0,0.200812,0.114512,0.0945196,652.0,1723.0,pupper,papillon,0.200812
1607,Twitter for iPhone,12.0,1.0,12.0,10.0,0.171174,0.090644,0.0485077,1580.0,3443.0,no-entry,Chesapeake_Bay_retriever,0.171174
1608,Twitter for iPhone,7.0,1.0,7.0,10.0,0.253839,0.213349,0.0838341,838.0,3110.0,pupper,Lakeland_terrier,0.253839
1610,Twitter for iPhone,9.0,1.0,9.0,10.0,0.318524,0.215436,0.0958052,1238.0,3223.0,no-entry,white_wolf,0.0958052
1611,Twitter for iPhone,10.0,1.0,10.0,10.0,0.586937,0.39826,0.00540969,4311.0,10032.0,no-entry,golden_retriever,0.586937
1612,Twitter for iPhone,10.0,1.0,10.0,10.0,0.972483,0.0254693,0.000457544,693.0,2807.0,no-entry,Boston_bull,0.972483
1614,Twitter for iPhone,11.0,1.0,11.0,10.0,0.963176,0.0194683,0.00860493,475.0,2191.0,floofer,Pomeranian,0.963176
1615,Twitter for iPhone,10.0,1.0,10.0,10.0,0.999044,0.000546586,0.000235195,1302.0,3285.0,pupper,pug,0.999044
1616,Twitter for iPhone,11.0,1.0,11.0,10.0,0.8888290000000001,0.013411500000000002,0.00967138,719.0,2470.0,no-entry,dishwasher,0.00967138
1617,Twitter for iPhone,11.0,1.0,11.0,10.0,0.975096,0.0145781,0.00594348,1537.0,4336.0,pupper,Bernese_mountain_dog,0.975096
1620,Twitter for iPhone,12.0,1.0,12.0,10.0,0.665578,0.176846,0.0651747,1125.0,3410.0,no-entry,Border_collie,0.665578
1621,Twitter for iPhone,11.0,1.0,11.0,10.0,0.769412,0.144893,0.0214398,506.0,3707.0,no-entry,Labrador_retriever,0.769412
1622,Twitter for iPhone,12.0,1.0,12.0,10.0,0.46095,0.261288,0.0741938,1572.0,3710.0,no-entry,shopping_cart,0.261288
1623,Twitter for iPhone,11.0,1.0,11.0,10.0,0.708034,0.291447,0.000184561,570.0,1991.0,no-entry,Pembroke,0.708034
1626,Twitter for iPhone,11.0,1.0,11.0,10.0,0.294457,0.161885,0.120992,1076.0,2866.0,no-entry,miniature_schnauzer,0.294457
1627,Twitter for iPhone,10.0,1.0,10.0,10.0,0.948688,0.0353524,0.00387878,3817.0,9461.0,no-entry,Weimaraner,0.948688
1631,Twitter for iPhone,10.0,1.0,10.0,10.0,0.93781,0.0203067,0.017357,1261.0,4096.0,no-entry,Chihuahua,0.93781
1632,Twitter for iPhone,10.0,1.0,10.0,10.0,0.673691,0.194897,0.05947130000000001,597.0,2096.0,no-entry,Labrador_retriever,0.673691
1633,Twitter for iPhone,12.0,1.0,12.0,10.0,0.508498,0.115532,0.0512801,3566.0,8635.0,no-entry,Pembroke,0.508498
1638,Twitter for iPhone,10.0,1.0,10.0,10.0,0.537782,0.08295319999999999,0.0697599,1265.0,3685.0,no-entry,kelpie,0.537782
1639,Twitter for iPhone,10.0,1.0,10.0,10.0,0.334783,0.162647,0.138612,729.0,2133.0,no-entry,chow,0.334783
1644,Twitter for iPhone,10.0,1.0,10.0,10.0,0.5513520000000001,0.180678,0.164095,378.0,2036.0,no-entry,toy_poodle,0.5513520000000001
1645,Twitter for iPhone,5.0,1.0,5.0,10.0,0.458855,0.164906,0.1117,1059.0,2774.0,no-entry,hog,0.164906
1652,Twitter for iPhone,11.0,1.0,11.0,10.0,0.508951,0.442016,0.013206,1073.0,2787.0,pupper,keeshond,0.508951
1653,Twitter for iPhone,8.0,1.0,8.0,10.0,0.39956,0.26715300000000003,0.0813191,722.0,2579.0,pupper,Italian_greyhound,0.39956
1656,Twitter for iPhone,10.0,1.0,10.0,10.0,0.406509,0.154854,0.136366,1015.0,3103.0,no-entry,Pembroke,0.406509
1657,Twitter for iPhone,9.0,1.0,9.0,10.0,0.605851,0.18347,0.0796619,1122.0,3050.0,pupper,Leonberg,0.605851
1658,Twitter for iPhone,10.0,1.0,10.0,10.0,0.901392,0.0286048,0.0178054,985.0,3598.0,pupper,cocker_spaniel,0.901392
1660,Twitter for iPhone,9.0,1.0,9.0,10.0,0.141432,0.0940442,0.0852365,606.0,2094.0,pupper,koala,0.0940442
1661,Twitter for iPhone,10.0,1.0,10.0,10.0,0.722218,0.193804,0.0551937,791.0,2277.0,no-entry,boxer,0.722218
1669,Twitter for iPhone,8.0,1.0,8.0,10.0,0.594701,0.314091,0.0377733,1256.0,3626.0,no-entry,whippet,0.594701
1679,Twitter for iPhone,11.0,1.0,11.0,10.0,0.997953,0.000676435,0.000211246,2173.0,6954.0,no-entry,schipperke,0.997953
1681,Twitter for iPhone,12.0,1.0,12.0,10.0,0.4525770000000001,0.40342,0.0694857,1112.0,2938.0,no-entry,Labrador_retriever,0.4525770000000001
1685,Twitter for iPhone,12.0,1.0,12.0,10.0,0.800538,0.146892,0.0376125,1001.0,2792.0,pupper,Pomeranian,0.800538
1686,Twitter for iPhone,12.0,1.0,12.0,10.0,0.8217040000000001,0.116042,0.0148472,511.0,2017.0,no-entry,toy_poodle,0.8217040000000001
1687,Twitter for iPhone,8.0,1.0,8.0,10.0,0.760671,0.0965847,0.0403326,1411.0,3745.0,no-entry,Rottweiler,0.760671
1688,Twitter for iPhone,12.0,1.0,12.0,10.0,0.205067,0.160439,0.15623399999999998,6289.0,15132.0,no-entry,Norfolk_terrier,0.205067
1690,Twitter for iPhone,9.0,1.0,9.0,10.0,0.5324409999999999,0.0946149,0.089863,4388.0,9820.0,no-entry,seat_belt,0.0946149
1693,Twitter for iPhone,12.0,1.0,12.0,10.0,0.482401,0.113672,0.0962286,1032.0,3372.0,no-entry,Lhasa,0.482401
1694,Twitter for iPhone,11.0,1.0,11.0,10.0,0.99883,0.000391312,0.000223582,1190.0,3402.0,no-entry,Saint_Bernard,0.99883
1697,Twitter for iPhone,11.0,1.0,11.0,10.0,0.406047,0.345646,0.147912,521.0,2530.0,pupper,Irish_setter,0.406047
1699,Twitter for iPhone,9.0,1.0,9.0,10.0,0.713102,0.05742630000000001,0.0560181,719.0,2566.0,no-entry,pug,0.713102
1702,Twitter for iPhone,10.0,1.0,10.0,10.0,0.7843979999999999,0.0559251,0.0227501,476.0,2197.0,no-entry,Labrador_retriever,0.7843979999999999
1703,Twitter for iPhone,11.0,1.0,11.0,10.0,0.615678,0.12645499999999998,0.0871836,667.0,2527.0,no-entry,Pomeranian,0.615678
1704,Twitter for iPhone,9.0,1.0,9.0,10.0,0.876337,0.078331,0.0204075,395.0,1863.0,no-entry,Shetland_sheepdog,0.876337
1705,Twitter for iPhone,12.0,1.0,12.0,10.0,0.427781,0.160669,0.11125,1435.0,3653.0,pupper,Pembroke,0.427781
1707,Twitter for iPhone,10.0,1.0,10.0,10.0,0.99672,0.00143879,0.000517603,894.0,2500.0,no-entry,pug,0.99672
1711,Twitter for iPhone,12.0,1.0,12.0,10.0,0.538354,0.0842887,0.07669010000000001,2063.0,4470.0,no-entry,Chihuahua,0.538354
1720,Twitter for iPhone,10.0,1.0,10.0,10.0,0.457117,0.226481,0.0676815,1878.0,3815.0,pupper,miniature_poodle,0.457117
1723,TweetDeck,11.0,1.0,11.0,10.0,0.6989609999999999,0.14597100000000002,0.034888,1477.0,3769.0,pupper,golden_retriever,0.6989609999999999
