carat,cut,cut_ord,color,clarity,clarity_ord,price,bid
1.22,Ideal,5,H,VS1,4,7601.360000000001,5320.952
0.4,Premium,4,F,VS1,4,544.6000000000004,381.22000000000025
1.51,Very Good,3,J,I1,1,8362.93,5854.0509999999995
1.01,Good,2,F,SI2,2,4452.329999999999,3116.630999999999
0.51,Good,2,E,SI1,3,699.8300000000002,489.8810000000001
0.32,Premium,4,F,VVS1,7,1233.56,863.492
1.28,Ideal,5,H,SI2,2,7198.139999999999,5038.697999999999
0.33,Ideal,5,D,SI2,2,-794.21,-555.947
1.11,Ideal,5,E,VS2,5,7129.93,4990.951
2.21,Premium,4,G,SI2,2,14864.13,10404.891
0.43,Good,2,F,SI1,3,26.79000000000019,18.75300000000013
0.7,Premium,4,G,IF,8,4884.5,3419.1499999999996
0.25,Very Good,3,F,IF,8,940.5500000000002,658.3850000000001
0.5,Good,2,H,VS2,5,1523.7,1066.59
0.24,Good,2,F,VS1,4,-1117.6800000000003,-782.3760000000002
0.3,Premium,4,E,SI1,3,-750.6999999999998,-525.4899999999999
1.11,Very Good,3,H,SI2,2,5451.7300000000005,3816.2110000000002
1.02,Fair,1,I,SI2,2,4378.360000000001,3064.8520000000003
0.31,Ideal,5,G,VVS1,7,1307.5300000000002,915.2710000000001
0.39,Ideal,5,G,VS1,4,618.5700000000002,432.9990000000001
0.5,Premium,4,E,VS2,5,1839.9,1287.93
0.7,Ideal,5,F,SI1,3,2772.5999999999995,1940.8199999999995
0.32,Very Good,3,G,SI1,3,-740.54,-518.3779999999999
0.3,Very Good,3,H,VS1,4,-454.8000000000002,-318.3600000000001
0.41,Ideal,5,G,VVS2,6,1694.83,1186.3809999999999
1.33,Fair,1,G,SI2,2,6986.390000000001,4890.473000000001
0.3,Ideal,5,I,VVS1,7,1223.4,856.38
1.51,Premium,4,F,VS2,5,10337.029999999999,7235.9209999999985
0.38,Ideal,5,F,VVS1,7,1896.44,1327.508
0.23,Very Good,3,D,VS2,5,-589.71,-412.797
0.74,Ideal,5,G,VS2,5,4017.12,2811.984
1.2,Very Good,3,H,SI2,2,6208.900000000001,4346.2300000000005
1.52,Ideal,5,G,SI1,3,9671.26,6769.882
1.01,Ideal,5,G,VS2,5,6288.629999999999,4402.040999999999
0.44,Ideal,5,E,VS2,5,1493.2199999999998,1045.254
1.2,Premium,4,G,SI1,3,6821.0,4774.7
1.3,Good,2,J,SI2,2,6892.099999999999,4824.469999999999
0.31,Premium,4,H,SI1,3,-666.5699999999997,-466.59899999999976
1.2,Ideal,5,G,VVS2,6,8341.1,5838.7699999999995
0.79,Premium,4,D,SI1,3,3371.6700000000005,2360.1690000000003
1.05,Ideal,5,F,VVS1,7,7533.15,5273.204999999999
0.7,Premium,4,G,SI2,2,2160.4999999999995,1512.3499999999997
0.3,Very Good,3,J,VS2,5,-0.8000000000001819,-0.5600000000001273
1.25,Ideal,5,G,VVS2,6,8761.75,6133.224999999999
2.07,Very Good,3,J,VS2,5,14890.21,10423.146999999999
1.52,Premium,4,F,VS2,5,10421.16,7294.811999999999
0.31,Ideal,5,G,VS2,5,399.5300000000002,279.6710000000001
0.94,Ideal,5,F,SI2,2,4337.719999999999,3036.4039999999995
0.27,Very Good,3,E,VS2,5,-253.1899999999996,-177.23299999999972
0.32,Ideal,5,G,IF,8,1845.6599999999999,1291.9619999999998
0.35,Ideal,5,F,VS1,4,282.0499999999997,197.4349999999998
1.2,Ideal,5,F,VVS1,7,8795.1,6156.57
1.51,Premium,4,E,SI1,3,9429.029999999999,6600.320999999999
0.4,Ideal,5,G,VS2,5,1156.7000000000003,809.6900000000002
0.33,Premium,4,G,VVS2,6,863.69,604.583
1.51,Very Good,3,I,IF,8,11540.93,8078.651
0.72,Premium,4,J,I1,1,1874.7599999999998,1312.3319999999997
0.84,Very Good,3,G,VS2,5,4542.22,3179.554
1.06,Very Good,3,F,SI1,3,5485.080000000001,3839.5560000000005
1.01,Premium,4,F,VS2,5,6130.529999999999,4291.370999999999
0.38,Ideal,5,F,VVS2,6,1442.44,1009.708
0.72,Ideal,5,H,VS1,4,3394.8599999999997,2376.4019999999996
1.61,Very Good,3,E,SI2,2,9658.23,6760.7609999999995
1.5,Very Good,3,J,VS1,4,9640.8,6748.5599999999995
0.78,Good,2,J,SI1,3,2971.34,2079.938
0.69,Fair,1,G,SI2,2,1602.0699999999993,1121.4489999999994
0.32,Ideal,5,E,VS2,5,483.65999999999985,338.5619999999999
0.51,Ideal,5,H,VVS2,6,2536.13,1775.291
0.34,Ideal,5,F,VS1,4,197.92000000000007,138.54400000000004
1.49,Very Good,3,F,I1,1,8194.670000000002,5736.269000000001
0.5,Premium,4,F,VS1,4,1385.9,970.13
0.9,Good,2,E,SI1,3,3980.8999999999996,2786.6299999999997
2.2,Premium,4,J,VS1,4,15688.000000000002,10981.6
0.51,Premium,4,G,VVS2,6,2378.03,1664.621
2.38,Premium,4,H,SI1,3,16748.339999999997,11723.837999999996
0.9,Premium,4,D,SI2,2,3843.1,2690.1699999999996
1.05,Ideal,5,H,SI1,3,5717.15,4002.0049999999997
0.61,Premium,4,I,VS2,5,2765.3300000000004,1935.7310000000002
0.71,Very Good,3,H,VVS1,7,4356.53,3049.5709999999995
1.01,Ideal,5,J,SI1,3,5380.629999999999,3766.4409999999993
0.4,Premium,4,H,VS2,5,998.6000000000004,699.0200000000002
0.57,Premium,4,E,SI2,2,1066.81,746.7669999999999
1.74,Ideal,5,J,SI1,3,11522.12,8065.484
0.37,Very Good,3,D,VS2,5,588.1099999999999,411.6769999999999
0.53,Fair,1,E,SI1,3,709.9900000000004,496.9930000000002
2.4,Fair,1,J,SI2,2,15988.300000000001,11191.81
0.71,Premium,4,E,SI1,3,2698.6299999999997,1889.0409999999997
0.71,Fair,1,D,VS2,5,3132.3299999999995,2192.6309999999994
0.51,Very Good,3,F,VS1,4,1311.93,918.351
0.95,Fair,1,J,SI1,3,4243.449999999999,2970.414999999999
0.32,Good,2,F,VS2,5,9.359999999999673,6.5519999999997705
0.31,Premium,4,J,VS2,5,241.4300000000003,169.0010000000002
0.9,Good,2,E,SI1,3,3980.8999999999996,2786.6299999999997
0.51,Ideal,5,G,VVS2,6,2536.13,1775.291
1.7,Premium,4,G,VS2,5,11935.5,8354.85
0.31,Premium,4,E,VS2,5,241.4300000000003,169.0010000000002
0.5,Very Good,3,E,VS2,5,1681.8,1177.26
1.55,Very Good,3,D,SI2,2,9153.449999999999,6407.414999999999
1.01,Very Good,3,E,SI1,3,5064.429999999999,3545.100999999999
1.01,Very Good,3,E,SI1,3,5064.429999999999,3545.100999999999
1.18,Ideal,5,I,SI1,3,6810.84,4767.588
0.3,Ideal,5,F,VVS1,7,1223.4,856.38
0.76,Very Good,3,H,SI1,3,2961.1800000000003,2072.826
0.92,Good,2,D,SI1,3,4149.16,2904.412
0.72,Fair,1,H,SI2,2,1854.4599999999996,1298.1219999999996
1.5,Very Good,3,D,VS2,5,10094.8,7066.359999999999
1.01,Ideal,5,H,SI1,3,5380.629999999999,3766.4409999999993
1.1,Ideal,5,H,SI1,3,6137.800000000001,4296.460000000001
0.34,Very Good,3,F,SI2,2,-1026.28,-718.396
0.53,Ideal,5,E,SI1,3,1342.3900000000003,939.6730000000001
1.6,Premium,4,J,SI1,3,10186.2,7130.34
0.31,Ideal,5,H,SI1,3,-508.4699999999998,-355.92899999999986
0.31,Ideal,5,E,VS1,4,-54.4699999999998,-38.128999999999856
1.5,Good,2,H,VS2,5,9936.7,6955.6900000000005
1.02,Good,2,E,SI2,2,4536.46,3175.522
1.01,Ideal,5,F,SI1,3,5380.629999999999,3766.4409999999993
0.4,Ideal,5,F,VVS2,6,1610.7000000000003,1127.49
0.4,Ideal,5,E,VS2,5,1156.7000000000003,809.6900000000002
1.12,Premium,4,H,SI1,3,6147.960000000001,4303.572
0.31,Premium,4,H,SI1,3,-666.5699999999997,-466.59899999999976
1.52,Premium,4,G,VVS2,6,10875.16,7612.611999999999
1.6,Ideal,5,I,SI2,2,9890.300000000001,6923.21
2.0,Premium,4,G,SI1,3,13551.4,9485.98
0.58,Ideal,5,E,VS1,4,2217.04,1551.9279999999999
2.06,Very Good,3,J,SI1,3,13898.079999999998,9728.655999999997
0.56,Ideal,5,E,SI1,3,1594.7800000000007,1116.3460000000005
0.51,Very Good,3,I,VS1,4,1311.93,918.351
1.01,Premium,4,H,VS2,5,6130.529999999999,4291.370999999999
0.5,Very Good,3,J,VS2,5,1681.8,1177.26
1.51,Ideal,5,G,VS1,4,10041.13,7028.790999999999
0.8,Premium,4,F,SI2,2,3001.8000000000006,2101.26
0.52,Premium,4,G,VVS2,6,2462.1600000000003,1723.5120000000002
1.48,Good,2,G,IF,8,11130.439999999999,7791.307999999998
0.31,Ideal,5,D,VS2,5,399.5300000000002,279.6710000000001
1.01,Ideal,5,D,SI2,2,4926.629999999999,3448.640999999999
0.32,Very Good,3,H,SI1,3,-740.54,-518.3779999999999
0.51,Premium,4,E,VS1,4,1470.0300000000002,1029.0210000000002
0.71,Premium,4,H,SI2,2,2244.6299999999997,1571.2409999999998
0.61,Very Good,3,I,VS2,5,2607.2300000000005,1825.0610000000001
1.69,Premium,4,J,I1,1,10035.369999999999,7024.758999999999
0.57,Ideal,5,E,VVS2,6,3040.91,2128.6369999999997
1.22,Good,2,G,SI2,2,6219.06,4353.342
1.38,Premium,4,J,SI1,3,8335.339999999998,5834.7379999999985
1.18,Ideal,5,I,VS1,4,7264.84,5085.388
0.51,Ideal,5,G,VVS2,6,2536.13,1775.291
1.7,Ideal,5,D,SI2,2,10731.6,7512.12
0.4,Good,2,F,I1,1,-1133.5999999999997,-793.5199999999998
0.71,Ideal,5,F,VS1,4,3310.7299999999996,2317.5109999999995
0.93,Good,2,G,SI1,3,4233.29,2963.303
0.39,Very Good,3,I,VVS2,6,1210.3700000000001,847.259
1.01,Ideal,5,G,VVS2,6,6742.629999999999,4719.840999999999
1.6,Premium,4,G,VS2,5,11094.2,7765.94
0.32,Ideal,5,G,VVS1,7,1391.6599999999999,974.1619999999998
0.32,Good,2,D,SI2,2,-1352.6400000000003,-946.8480000000002
1.0,Very Good,3,E,SI2,2,4526.3,3168.41
0.57,Ideal,5,E,VS2,5,2586.91,1810.8369999999998
1.0,Premium,4,H,SI1,3,5138.4,3596.8799999999997
0.53,Ideal,5,G,VVS2,6,2704.3900000000003,1893.073
1.56,Premium,4,H,VS1,4,10303.68,7212.576
0.5,Premium,4,G,VS1,4,1385.9,970.13
1.06,Ideal,5,G,VS2,5,6709.280000000001,4696.496
0.33,Premium,4,H,VS1,4,-44.309999999999945,-31.01699999999996
0.9,Very Good,3,G,VVS2,6,5501.0,3850.7
1.0,Premium,4,F,SI1,3,5138.4,3596.8799999999997
0.31,Ideal,5,I,VVS1,7,1307.5300000000002,915.2710000000001
1.24,Ideal,5,H,SI2,2,6861.620000000001,4803.134
1.01,Ideal,5,D,VS2,5,6288.629999999999,4402.040999999999
1.02,Ideal,5,G,VS1,4,5918.76,4143.132
1.01,Premium,4,E,SI1,3,5222.529999999999,3655.770999999999
0.53,Very Good,3,F,SI2,2,572.1900000000003,400.5330000000002
0.53,Ideal,5,D,VS2,5,2250.3900000000003,1575.2730000000001
1.58,Premium,4,F,SI2,2,9563.94,6694.758
1.04,Premium,4,D,VVS2,6,6836.92,4785.844
0.32,Ideal,5,E,IF,8,1845.6599999999999,1291.9619999999998
0.58,Premium,4,G,VS2,5,2512.94,1759.058
1.2,Ideal,5,E,VVS1,7,8795.1,6156.57
1.07,Premium,4,F,SI2,2,5273.3099999999995,3691.3169999999996
1.06,Very Good,3,F,SI1,3,5485.080000000001,3839.5560000000005
0.53,Ideal,5,G,VS2,5,2250.3900000000003,1575.2730000000001
0.33,Ideal,5,F,VVS2,6,1021.79,715.2529999999999
0.7,Very Good,3,E,SI1,3,2456.3999999999996,1719.4799999999996
1.21,Premium,4,G,VS2,5,7813.129999999999,5469.190999999999
0.3,Very Good,3,D,SI1,3,-908.8000000000002,-636.1600000000001
0.52,Ideal,5,H,SI1,3,1258.2600000000002,880.7820000000002
1.16,Good,2,F,SI2,2,5714.28,3999.9959999999996
0.73,Very Good,3,G,SI1,3,2708.79,1896.1529999999998
2.02,Ideal,5,J,VS2,5,14785.759999999998,10350.031999999997
0.37,Ideal,5,G,VS1,4,450.30999999999995,315.2169999999999
1.01,Very Good,3,G,SI1,3,5064.429999999999,3545.100999999999
0.52,Ideal,5,D,VS2,5,2166.26,1516.382
0.7,Good,2,E,VS2,5,3206.2999999999993,2244.4099999999994
0.4,Ideal,5,D,VVS1,7,2064.7000000000003,1445.2900000000002
1.0,Good,2,E,VS2,5,5730.2,4011.1399999999994
1.21,Ideal,5,E,SI1,3,7063.23,4944.2609999999995
1.08,Ideal,5,F,VS2,5,6877.540000000001,4814.278
0.4,Ideal,5,F,VVS1,7,2064.7000000000003,1445.2900000000002
0.9,Very Good,3,F,VS2,5,5047.0,3532.8999999999996
0.41,Ideal,5,I,VVS2,6,1694.83,1186.3809999999999
1.0,Very Good,3,J,SI2,2,4526.3,3168.41
0.5,Very Good,3,E,SI1,3,773.8,541.66
1.19,Ideal,5,G,VVS1,7,8710.97,6097.678999999999
0.5,Very Good,3,E,SI1,3,773.8,541.66
0.3,Premium,4,D,VS2,5,157.30000000000018,110.11000000000013
2.01,Good,2,F,SI2,2,12865.329999999998,9005.730999999998
0.32,Ideal,5,E,VVS2,6,937.6599999999999,656.3619999999999
0.43,Ideal,5,F,VVS1,7,2317.09,1621.963
0.31,Ideal,5,D,SI1,3,-508.4699999999998,-355.92899999999986
2.07,Premium,4,J,VS2,5,15048.31,10533.817
1.03,Ideal,5,E,SI1,3,5548.889999999999,3884.2229999999995
0.7,Very Good,3,D,VS2,5,3364.3999999999996,2355.0799999999995
2.02,Very Good,3,G,SI2,2,13107.559999999998,9175.291999999998
0.57,Very Good,3,J,IF,8,3632.71,2542.897
1.13,Ideal,5,H,SI1,3,6390.189999999999,4473.132999999999
0.51,Very Good,3,G,VS2,5,1765.93,1236.151
0.27,Ideal,5,I,IF,8,1425.0100000000002,997.5070000000001
1.5,Premium,4,D,VS2,5,10252.9,7177.029999999999
1.03,Very Good,3,D,SI2,2,4778.69,3345.0829999999996
1.51,Very Good,3,I,SI2,2,8816.93,6171.851
0.72,Ideal,5,H,VVS1,7,4756.86,3329.8019999999997
1.71,Premium,4,I,VS2,5,12019.63,8413.740999999998
0.4,Very Good,3,D,VS2,5,840.5000000000002,588.3500000000001
1.51,Very Good,3,F,VVS2,6,10632.93,7443.0509999999995
0.5,Ideal,5,H,SI1,3,1090.0,763.0
1.14,Premium,4,F,SI1,3,6316.219999999999,4421.353999999999
0.33,Ideal,5,E,VS2,5,567.79,397.453
1.6,Premium,4,F,SI1,3,10186.2,7130.34
0.3,Good,2,E,VS2,5,-158.9000000000001,-111.23000000000006
0.73,Ideal,5,E,SI1,3,3024.99,2117.493
0.59,Very Good,3,G,SI1,3,1530.97,1071.6789999999999
0.47,Ideal,5,H,VS2,5,1745.6099999999997,1221.9269999999997
0.4,Premium,4,G,VVS2,6,1452.6000000000004,1016.8200000000002
0.3,Ideal,5,F,VS2,5,315.4000000000001,220.78000000000006
1.01,Very Good,3,H,VVS2,6,6426.429999999999,4498.500999999999
0.72,Very Good,3,E,SI1,3,2624.66,1837.2619999999997
0.63,Ideal,5,E,VS1,4,2637.6899999999996,1846.3829999999996
1.53,Ideal,5,F,VS1,4,10209.39,7146.572999999999
0.4,Good,2,F,VS2,5,682.4000000000003,477.6800000000002
1.2,Fair,1,G,I1,1,5438.700000000001,3807.09
0.78,Ideal,5,F,SI1,3,3445.6400000000003,2411.948
0.27,Premium,4,E,VS1,4,-549.0899999999997,-384.3629999999998
0.92,Very Good,3,D,SI1,3,4307.26,3015.082
0.34,Ideal,5,E,IF,8,2013.92,1409.744
0.26,Very Good,3,F,VVS1,7,570.6800000000003,399.47600000000017
1.05,Ideal,5,H,SI1,3,5717.15,4002.0049999999997
0.4,Very Good,3,F,VVS1,7,1748.5000000000002,1223.95
2.01,Very Good,3,I,VVS2,6,14839.429999999997,10387.600999999997
1.05,Ideal,5,I,SI1,3,5717.15,4002.0049999999997
0.3,Ideal,5,E,VVS1,7,1223.4,856.38
0.47,Very Good,3,F,VVS2,6,1883.4099999999996,1318.3869999999997
1.02,Good,2,D,VS1,4,5444.46,3811.122
1.59,Premium,4,G,SI1,3,10102.07,7071.449
1.0,Very Good,3,E,SI2,2,4526.3,3168.41
2.15,Ideal,5,I,SI2,2,14517.45,10162.215
0.4,Very Good,3,E,SI1,3,-67.49999999999977,-47.24999999999984
1.01,Premium,4,E,VS1,4,5676.529999999999,3973.570999999999
1.6,Ideal,5,G,SI1,3,10344.300000000001,7241.01
2.01,Ideal,5,G,SI1,3,13793.629999999997,9655.540999999997
0.3,Ideal,5,E,VS2,5,315.4000000000001,220.78000000000006
0.42,Ideal,5,D,VVS2,6,1778.96,1245.272
0.4,Very Good,3,F,VVS1,7,1748.5000000000002,1223.95
0.76,Very Good,3,H,VS2,5,3869.1800000000003,2708.426
0.41,Ideal,5,F,VS2,5,1240.83,868.5809999999999
0.56,Ideal,5,H,VVS1,7,3410.7800000000007,2387.5460000000003
0.7,Good,2,F,SI1,3,2298.2999999999993,1608.8099999999995
2.29,Premium,4,G,SI2,2,15537.17,10876.019
1.05,Fair,1,I,VS1,4,5538.75,3877.1249999999995
1.52,Very Good,3,H,VVS2,6,10717.060000000001,7501.942
0.4,Very Good,3,H,VVS1,7,1748.5000000000002,1223.95
1.2,Premium,4,G,SI2,2,6367.0,4456.9
0.26,Ideal,5,I,VS2,5,-21.11999999999989,-14.783999999999923
1.74,Ideal,5,F,SI1,3,11522.12,8065.484
0.71,Fair,1,D,VS2,5,3132.3299999999995,2192.6309999999994
1.22,Ideal,5,H,SI2,2,6693.360000000001,4685.352
0.41,Premium,4,E,VS1,4,628.73,440.111
0.31,Fair,1,G,VS1,4,-686.8699999999999,-480.8089999999999
1.01,Good,2,E,SI1,3,4906.329999999999,3434.430999999999
1.02,Very Good,3,E,SI1,3,5148.56,3603.992
1.23,Premium,4,I,SI2,2,6619.389999999999,4633.572999999999
0.63,Good,2,F,VS1,4,2163.3899999999994,1514.3729999999996
0.75,Ideal,5,E,SI2,2,2739.25,1917.475
0.43,Very Good,3,G,VVS1,7,2000.89,1400.623
1.24,Ideal,5,H,SI1,3,7315.620000000001,5120.934
0.5,Premium,4,G,VS1,4,1385.9,970.13
1.01,Ideal,5,D,VVS2,6,6742.629999999999,4719.840999999999
0.31,Premium,4,E,SI2,2,-1120.5699999999997,-784.3989999999998
0.7,Very Good,3,E,VS2,5,3364.3999999999996,2355.0799999999995
0.38,Premium,4,I,SI2,2,-531.6599999999999,-372.16199999999986
2.29,Premium,4,G,SI2,2,15537.17,10876.019
0.85,Fair,1,I,SI1,3,3402.15,2381.505
0.32,Ideal,5,E,VS1,4,29.659999999999854,20.761999999999897
1.01,Very Good,3,G,VS2,5,5972.429999999999,4180.700999999999
0.31,Ideal,5,G,VVS2,6,853.5300000000002,597.4710000000001
0.52,Premium,4,E,VS2,5,2008.1600000000003,1405.7120000000002
0.4,Ideal,5,D,VVS2,6,1610.7000000000003,1127.49
0.7,Very Good,3,H,VS2,5,3364.3999999999996,2355.0799999999995
1.31,Premium,4,D,VVS1,7,9562.43,6693.701
0.5,Premium,4,G,VVS2,6,2293.9,1605.73
1.5,Premium,4,H,VS2,5,10252.9,7177.029999999999
0.7,Premium,4,F,SI1,3,2614.4999999999995,1830.1499999999996
0.31,Very Good,3,I,VVS1,7,991.3299999999999,693.9309999999999
1.0,Good,2,G,SI1,3,4822.2,3375.5399999999995
0.41,Premium,4,E,VS1,4,628.73,440.111
1.04,Premium,4,G,SI2,2,5020.92,3514.644
0.32,Very Good,3,H,SI2,2,-1194.54,-836.1779999999999
0.78,Very Good,3,I,SI1,3,3129.4400000000005,2190.608
1.01,Very Good,3,D,VS2,5,5972.429999999999,4180.700999999999
0.9,Good,2,F,SI2,2,3526.8999999999996,2468.8299999999995
0.9,Premium,4,G,VS2,5,5205.1,3643.57
1.71,Very Good,3,F,SI1,3,10953.529999999999,7667.470999999999
0.41,Ideal,5,F,IF,8,2602.83,1821.9809999999998
1.0,Ideal,5,H,SI2,2,4842.5,3389.75
0.56,Ideal,5,G,VVS2,6,2956.7800000000007,2069.7460000000005
0.43,Premium,4,G,VS1,4,796.9900000000001,557.893
0.95,Ideal,5,G,VS2,5,5783.849999999999,4048.6949999999993
0.83,Ideal,5,I,SI2,2,3412.29,2388.6029999999996
0.51,Ideal,5,D,VS2,5,2082.13,1457.491
0.7,Fair,1,D,SI2,2,1686.1999999999994,1180.3399999999995
0.41,Premium,4,F,VS1,4,628.73,440.111
0.32,Ideal,5,G,IF,8,1845.6599999999999,1291.9619999999998
0.7,Very Good,3,G,VS2,5,3364.3999999999996,2355.0799999999995
0.7,Premium,4,D,SI1,3,2614.4999999999995,1830.1499999999996
0.53,Ideal,5,H,VS1,4,1796.3900000000003,1257.4730000000002
0.9,Good,2,E,SI1,3,3980.8999999999996,2786.6299999999997
0.72,Premium,4,F,SI1,3,2782.7599999999998,1947.9319999999998
0.3,Very Good,3,D,SI2,2,-1362.8000000000002,-953.96
1.0,Premium,4,E,VS2,5,6046.4,4232.48
1.57,Very Good,3,J,VS2,5,10683.71,7478.596999999999
0.51,Ideal,5,D,VS2,5,2082.13,1457.491
1.3,Fair,1,H,I1,1,6280.0,4396.0
1.07,Ideal,5,E,VVS2,6,7247.41,5073.187
1.55,Ideal,5,J,VS2,5,10831.65,7582.154999999999
0.9,Premium,4,H,I1,1,3389.1,2372.37
0.72,Premium,4,D,SI2,2,2328.7599999999998,1630.1319999999998
1.0,Premium,4,E,SI2,2,4684.4,3279.0799999999995
0.55,Ideal,5,F,SI1,3,1510.6500000000005,1057.4550000000004
1.36,Good,2,G,SI1,3,7850.88,5495.616
0.26,Premium,4,H,VVS2,6,274.7800000000002,192.34600000000012
1.08,Ideal,5,H,SI2,2,5515.540000000001,3860.878
0.79,Ideal,5,G,SI1,3,3529.7700000000004,2470.839
0.9,Very Good,3,J,VS2,5,5047.0,3532.8999999999996
0.9,Very Good,3,E,SI1,3,4139.0,2897.2999999999997
1.13,Fair,1,F,VS1,4,6211.789999999999,4348.252999999999
1.0,Good,2,H,SI2,2,4368.2,3057.74
1.51,Ideal,5,G,VVS2,6,10949.13,7664.390999999999
1.2,Ideal,5,F,VS1,4,7433.1,5203.17
1.01,Very Good,3,F,SI1,3,5064.429999999999,3545.100999999999
1.03,Ideal,5,I,SI2,2,5094.889999999999,3566.4229999999993
0.9,Ideal,5,F,SI1,3,4455.2,3118.64
0.38,Premium,4,D,VVS2,6,1284.3400000000001,899.038
0.84,Ideal,5,J,SI1,3,3950.42,2765.294
0.39,Ideal,5,F,VVS1,7,1980.5700000000002,1386.3990000000001
0.33,Ideal,5,G,VVS2,6,1021.79,715.2529999999999
0.7,Ideal,5,E,VS2,5,3680.5999999999995,2576.4199999999996
0.75,Ideal,5,H,SI1,3,3193.25,2235.2749999999996
0.42,Ideal,5,G,VS2,5,1324.96,927.472
1.03,Ideal,5,F,VVS2,6,6910.889999999999,4837.623
0.81,Premium,4,I,VVS2,6,4901.93,3431.351
0.31,Ideal,5,G,VVS1,7,1307.5300000000002,915.2710000000001
1.15,Very Good,3,E,SI2,2,5788.249999999999,4051.774999999999
0.29,Very Good,3,E,VS1,4,-538.9300000000003,-377.2510000000002
1.0,Good,2,J,VS2,5,5730.2,4011.1399999999994
0.9,Very Good,3,H,SI2,2,3685.0,2579.5
0.55,Ideal,5,D,VS2,5,2418.6500000000005,1693.0550000000003
2.11,Ideal,5,D,SI2,2,14180.93,9926.651
1.0,Very Good,3,G,VVS2,6,6342.3,4439.61
0.37,Good,2,E,VS2,5,430.01,301.00699999999995
0.5,Ideal,5,D,VS2,5,1998.0,1398.6
0.3,Ideal,5,I,VS1,4,-138.5999999999999,-97.01999999999992
0.7,Very Good,3,F,SI1,3,2456.3999999999996,1719.4799999999996
0.9,Premium,4,E,SI1,3,4297.1,3007.9700000000003
0.41,Ideal,5,I,VS2,5,1240.83,868.5809999999999
0.33,Premium,4,G,VVS2,6,863.69,604.583
0.68,Premium,4,D,SI1,3,2446.2400000000002,1712.3680000000002
0.73,Very Good,3,G,SI2,2,2254.79,1578.3529999999998
0.52,Ideal,5,E,SI1,3,1258.2600000000002,880.7820000000002
0.47,Fair,1,E,SI1,3,205.20999999999958,143.6469999999997
0.71,Good,2,H,SI1,3,2382.4299999999994,1667.7009999999996
0.7,Very Good,3,I,VS2,5,3364.3999999999996,2355.0799999999995
0.94,Very Good,3,D,SI1,3,4475.5199999999995,3132.8639999999996
0.41,Premium,4,G,SI1,3,174.73000000000002,122.311
0.41,Premium,4,E,SI1,3,174.73000000000002,122.311
0.34,Ideal,5,H,VS1,4,197.92000000000007,138.54400000000004
0.75,Very Good,3,E,SI1,3,2877.05,2013.935
2.01,Premium,4,I,SI2,2,13181.529999999997,9227.070999999998
1.0,Ideal,5,G,VVS2,6,6658.5,4660.95
1.21,Very Good,3,H,VS1,4,7201.03,5040.721
0.74,Very Good,3,D,SI2,2,2338.92,1637.244
0.42,Good,2,F,SI1,3,-57.33999999999992,-40.13799999999994
0.51,Ideal,5,D,VVS2,6,2536.13,1775.291
1.57,Very Good,3,H,VS2,5,10683.71,7478.596999999999
1.0,Premium,4,F,SI1,3,5138.4,3596.8799999999997
0.7,Ideal,5,G,VS1,4,3226.5999999999995,2258.6199999999994
0.92,Ideal,5,E,SI1,3,4623.46,3236.422
0.41,Ideal,5,G,VS1,4,786.8299999999999,550.781
0.65,Very Good,3,H,VVS1,7,3851.75,2696.225
0.3,Premium,4,J,VS1,4,-296.6999999999998,-207.68999999999986
0.94,Ideal,5,D,SI2,2,4337.719999999999,3036.4039999999995
0.32,Good,2,G,VS2,5,9.359999999999673,6.5519999999997705
1.2,Ideal,5,I,SI1,3,6979.1,4885.37
1.0,Ideal,5,G,VVS2,6,6658.5,4660.95
1.01,Premium,4,G,VS2,5,6130.529999999999,4291.370999999999
0.37,Ideal,5,F,VVS1,7,1812.31,1268.617
1.55,Good,2,J,VS1,4,9903.349999999999,6932.344999999998
0.52,Good,2,E,SI1,3,783.9600000000003,548.7720000000002
0.51,Ideal,5,G,VS1,4,1628.13,1139.691
0.5,Good,2,E,SI1,3,615.7,430.99
1.21,Very Good,3,D,SI2,2,6293.03,4405.120999999999
1.01,Premium,4,E,SI2,2,4768.529999999999,3337.970999999999
1.12,Ideal,5,F,VVS2,6,7668.060000000001,5367.642000000001
1.26,Ideal,5,H,SI1,3,7483.879999999999,5238.715999999999
0.72,Ideal,5,F,SI2,2,2486.8599999999997,1740.8019999999997
1.03,Ideal,5,G,SI1,3,5548.889999999999,3884.2229999999995
0.32,Ideal,5,F,IF,8,1845.6599999999999,1291.9619999999998
0.3,Premium,4,G,VVS2,6,611.3000000000002,427.9100000000001
0.72,Good,2,F,VS2,5,3374.5599999999995,2362.1919999999996
0.76,Premium,4,E,SI2,2,2665.28,1865.696
1.02,Premium,4,H,VS2,5,6214.66,4350.262
1.7,Premium,4,I,VS2,5,11935.5,8354.85
0.41,Ideal,5,I,VS1,4,786.8299999999999,550.781
2.09,Very Good,3,F,SI2,2,13696.469999999998,9587.528999999997
1.08,Ideal,5,G,IF,8,8239.54,5767.678
1.06,Premium,4,H,VS2,5,6551.18,4585.826
1.26,Very Good,3,I,VS1,4,7621.679999999999,5335.1759999999995
0.8,Very Good,3,J,VS1,4,3751.7000000000007,2626.1900000000005
1.0,Very Good,3,E,VS2,5,5888.3,4121.8099999999995
0.3,Ideal,5,H,VS2,5,315.4000000000001,220.78000000000006
